mana,cardtype,artist,name,rarity
2RR,Sorcery,John Avon,Seismic Spike,Common
1R,Creature — Human Mercenary 2/2,Jeff Miracola,Sell-Sword Brute,Common
1G,Enchantment,Luca Zontini,Dense Canopy,Uncommon
2G,Creature — Human Monk 1/1,Rob Alexander,Descendant of Masumaro,Uncommon
4G,Sorcery,Tim Hildebrandt,Dosan's Oldest Chant,Common
2G,Creature — Spirit 2/1,Alan Pollack,Elder Pine of Jukai,Common
5GGG,Sorcery,Jeremy Jarvis,Endless Swarm,Rare
4G,Creature — Spirit 3/3,Rebecca Guay,Fiddlehead Kami,Common
2G,Creature — Spirit 2/1,Tsutomu Kawade,Ghost-Lit Nourisher,Uncommon
3R,Instant — Arcane,Ron Spencer,Overblaze,Uncommon
4RR,Legendary Creature — Spirit 5/5,Jim Nelson,Patron of the Akki,Rare
3RR,Creature — Human Samurai 2/2,Dan Scott,Ronin Cliffrider,Uncommon
2R,Creature — Ogre Warrior 3/2,Pete Venters,Shinka Gatekeeper,Common
2RR,Sorcery,Hideaki Takamura,Sowing Salt,Uncommon
3R,Instant — Arcane,Greg Staples,Torrent of Stone,Common
6R,Sorcery,Wayne Reynolds,Twist Allegiance,Rare
6,Artifact Creature — Golem 4/4,Mark Tedin,Composite Golem,Uncommon
1,Artifact,Darrell Riche,Conjurer's Bauble,Common
2,Artifact — Equipment,Adam Rex,Cranial Plating,Common
3,Artifact,Ron Spencer,Crucible of Worlds,Rare
5,Artifact,Puddnhead,Door to Nothingness,Rare
2,Artifact,Mark Tedin,Doubling Cube,Rare
2,Artifact,Kev Walker,Energy Chamber,Uncommon
5B,Creature — Ogre Warrior 3/3,Mark Tedin,Deathcurse Ogre,Common
2BB,Sorcery — Arcane,Vance Kovacs,Devouring Greed,Common
BB,Sorcery,Michael Sutfin,Distress,Common
3B,Creature — Spirit 2/2,Jim Pavelec,Gibbering Kami,Common
3BB,Creature — Demon Spirit 5/4,Hideaki Takamura,Gutwrencher Oni,Uncommon
4B,Legendary Creature — Spirit 3/2,Kev Walker,He Who Hungers,Rare
2BB,Instant — Arcane,Greg Staples,Hideous Laughter,Uncommon
7,Artifact Creature 0/0,John Avon,Arcbound Lancer,Uncommon
8,Artifact Creature — Golem 0/0,Carl Critchlow,Arcbound Overseer,Rare
2,Artifact Creature 0/0,Carl Critchlow,Arcbound Ravager,Rare
4,Artifact Creature — Golem 0/0,Jon Foster,Arcbound Reclaimer,Rare
2,Artifact Creature — Slith 0/0,Vance Kovacs,Arcbound Slith,Uncommon
2,Artifact Creature 0/0,Darrell Riche,Arcbound Stinger,Common
1,Artifact Creature 0/0,Darrell Riche,Arcbound Worker,Common
2R,Instant,Alex Horley-Orlandelli,Carbonize,Uncommon
5R,Creature — Cat Beast 4/4,Tony Szczudlo,Chartooth Cougar,Common
8RR,Sorcery,John Avon,Decree of Annihilation,Rare
1R,Enchant Creature,Greg Staples,Dragon Breath,Common
5RR,Creature — Dragon Wizard 5/5,Matthew D. Wilson,Dragon Mage,Rare
8RR,Creature — Dragon 6/6,Kev Walker,Dragon Tyrant,Rare
1RR,Creature — Barbarian 2/2,Kev Walker,Dragonspeaker Shaman,Uncommon
2B,Creature — Wall 0/2,Tony Szczudlo,Wall of Blood,Uncommon
4B,Creature — Zombie 2/3,Matt Thompson,Woebearer,Uncommon
BB,Sorcery,Pete Venters,Wrench Mind,Common
3RR,Creature — Beast 4/5,Jeff Easley,Arc-Slogger,Rare
1R,Creature — Atog 1/2,Puddnhead,Atog,Uncommon
3RR,Enchantment,Ron Spencer,Confusion in the Ranks,Rare
XR,Sorcery,Dave Dorman,Detonate,Uncommon
1BB,Creature — Specter 2/2,rk post,Hollow Specter,Rare
3B,Creature — Cleric 2/2,Christopher Moeller,Infernal Caretaker,Common
3BB,Creature — Zombie 3/3,Luca Zontini,Noxious Ghoul,Uncommon
3BBBB,Creature — Minion Legend 4/4,Ron Spears,Phage the Untouchable,Rare
5BBB,Creature — Avatar 6/6,Mark Zug,Scion of Darkness,Rare
1B,Creature — Zombie 2/1,Dany Orizio,Skinthinner,Common
2B,Creature — Zombie Mutant 3/1,Thomas M. Baxa,Smokespew Invoker,Common
WW,Creature — Cleric 2/2,Alex Horley-Orlandelli,True Believer,Rare
W,Instant,Dave Dorman,Unified Strike,Common
W,Creature — Nomad Cleric 1/1,Greg &amp; Tim Hildebrandt,Weathered Wayfarer,Rare
WW,Creature — Soldier Rebel 2/2,Ron Spencer,Whipcorder,Uncommon
2W,Enchantment,Rebecca Guay,Words of Worship,Rare
3U,Sorcery,Bradley Williams,Airborne Aid,Common
2UU,Enchant Land,John Avon,Annex,Uncommon
3U,Creature — Nightmare Crab 3/6,Glen Angus,Wormfang Crab,Uncommon
2U,Creature — Nightmare Drake 3/4,Thomas M. Baxa,Wormfang Drake,Common
5UU,Creature — Nightmare Beast 6/1,Heather Hudson,Wormfang Manta,Rare
1U,Creature — Nightmare Beast 2/2,Doug Chaffee,Wormfang Newt,Common
2U,Creature — Nightmare Beast 2/4,John Avon,Wormfang Turtle,Uncommon
2BB,Creature — Zombie Dwarf Legend 2/2,Carl Critchlow,Balthor the Defiled,Rare
UU,Sorcery,Wayne England,Turbulent Dreams,Rare
1B,Creature — Horror 1/1,Ron Spencer,Boneshard Slasher,Uncommon
1B,Instant,Greg &amp; Tim Hildebrandt,Cabal Ritual,Common
2BB,Creature — Minion 2/1,Donato Giancola,Cabal Surgeon,Common
1BB,Creature — Minion 1/1,Pete Venters,Cabal Torturer,Common
B,Creature — Rat 2/1,"Edward P. Beard, Jr.",Carrion Rats,Common
3BB,Creature — Zombie Wurm 6/5,Glen Angus,Carrion Wurm,Uncommon
3U,Creature — Merfolk 1/2,Wayne England,Tidal Courier,Uncommon
1U,Enchantment,Kev Walker,Unnatural Selection,Rare
1U,Creature — Merfolk 1/1,Bob Petillo,Vodalian Mystic,Uncommon
3U,Creature — Drake 2/2,Alan Pollack,Whirlpool Drake,Uncommon
1U,Creature — Merfolk 1/1,Ray Lago,Whirlpool Rider,Common
2U,Creature — Merfolk 2/2,Kev Walker,Whirlpool Warrior,Rare
4B,Sorcery,Greg Staples,Dead Ringers,Common
WWW,Creature — Cleric 2/2,Terese Nielsen,Master Apothecary,Rare
1WW,Creature — Nomad Mystic 2/1,Kev Walker,Mystic Crusader,Rare
W,Creature — Nomad Mystic 1/1,Larry Elmore,Mystic Penitent,Uncommon
1W,Creature — Nomad Mystic 2/1,Matt Cavotta,Mystic Visionary,Common
3W,Creature — Nomad Mystic 2/4,Paolo Parente,Mystic Zealot,Common
2W,Creature — Nomad 1/2,Pete Venters,Nomad Decoy,Uncommon
1W,Creature — Hound 2/2,Daren Bader,Patrol Hound,Common
1WW,Creature — Nomad Legend 2/2,D. Alexander Gregory,"Pianna, Nomad Captain",Rare
2W,Creature — Cleric 1/3,Orizio Daniele,Pilgrim of Justice,Common
U,Instant,Kev Walker,Ertai's Trickery,Uncommon
2U,Enchantment,Marc Fishman,Escape Routes,Common
1U,Instant,Roger Raupp,Gainsay,Uncommon
4U,Creature — Drake 2/2,Wayne England,Hunting Drake,Common
2U,Sorcery,Ron Walotsky,Planar Overlay,Rare
2U,Enchantment,Pete Venters,Planeswalker's Mischief,Rare
2U,Instant,Don Hazeltine,Rushing River,Common
4U,Creature — Beast 3/3,Chippy,Sea Snidd,Common
2U,Enchantment,Jerry Tiritilli,Shifting Sky,Uncommon
3W,Creature — Soldier 2/4,Don Hazeltine,Benalish Heralds,Uncommon
2W,Creature — Knight 2/2,Paolo Parente,Benalish Lancer,Common
1W,Creature — Soldier 1/2,"Ken Meyer, Jr.",Benalish Trapper,Common
2W,Sorcery,Marc Fishman,Blinding Light,Uncommon
1W,Creature — Unicorn 1/2,Jerry Tiritilli,Capashen Unicorn,Common
1W,Creature — Cleric 1/1,Orizio Daniele,Crimson Acolyte,Common
2WW,Creature — Knight 2/2,"Edward P. Beard, Jr.",Crusading Knight,Rare
4W,Sorcery,Jeff Easley,Death or Glory,Rare
2W,Instant,Mark Tedin,Dismantling Blow,Common
1WW,Creature — Griffin 2/2,John Howe,Diving Griffin,Common
2WW,Enchant Creature,D. Alexander Gregory,Entangler,Uncommon
XW,Instant,Joel Biske,Excise,Common
1W,Enchant Land,Jeff Miracola,Flowering Field,Uncommon
2W,Creature — Cat 2/2,Don Hazeltine,Glittering Lion,Uncommon
W,Creature — Cat 1/1,Dan Frazier,Glittering Lynx,Common
3WW,Creature — Spirit 3/3,Christopher Moeller,Jeweled Spirit,Rare
3WW,Creature — Spellshaper Legend 3/3,Brom,Mageta the Lion,Rare
,,,"Avacyn Restored,Dark Ascension,Magic 2012,Graveborn",
,,,,
,"
      143 cards
    ",,,
,,,,
3W,Instant,Paolo Parente,Angelic Favor,Uncommon
1W,Creature — Spellshaper 1/1,Ron Spencer,Avenger en-Dal,Rare
3WW,Creature — Angel 2/4,Todd Lockwood,Blinding Angel,Rare
1WW,Creature — Knight 2/2,Orizio Daniele,Chieftain en-Dal,Uncommon
3W,Creature — Cleric 2/4,Bradley Williams,Defender en-Vec,Common
2,Artifact,Martina Pilcerova,Graveyard Shovel,Uncommon
4,Legendary Artifact,Steven Belledin,Grimoire of the Dead,Mythic Rare
2,Artifact — Equipment,Rob Alexander,Inquisitor's Flail,Uncommon
5,Artifact Creature — Gargoyle 4/4,Matt Stewart,Manor Gargoyle,Rare
2,Artifact — Equipment,James Paick,Mask of Avacyn,Uncommon
3,Artifact Creature — Scarecrow 2/3,Dave Kendall,One-Eyed Scarecrow,Common
2,Artifact — Equipment,John Avon,Runechanter's Pike,Rare
2,Artifact — Equipment,Winona Nelson,Sharpened Pitchfork,Uncommon
1,Artifact — Equipment,Austin Hsu,Silver-Inlaid Dagger,Uncommon
,Basic Land — Mountain,James Paick,Mountain,Land
,Basic Land — Mountain,James Paick,Mountain,Land
,Basic Land — Forest,Jung Park,Forest,Land
,Basic Land — Forest,Jung Park,Forest,Land
,Basic Land — Forest,Jung Park,Forest,Land
,Basic Land — Forest,Jung Park,Forest,Land
,"
      248 cards
    ",,,
,Basic Land — Swamp,Jung Park,Swamp,Land
,Basic Land — Mountain,James Paick,Mountain,Land
,Basic Land — Mountain,Adam Paquette,Mountain,Land
,Basic Land — Mountain,Eytan Zana,Mountain,Land
,Basic Land — Forest,James Paick,Forest,Land
,Basic Land — Forest,Jung Park,Forest,Land
,Basic Land — Forest,Eytan Zana,Forest,Land
,"
      244 cards
    ",,,
,Basic Land — Plains,Véronique Meignaud,Plains,Land
,Basic Land — Plains,Vincent Proce,Plains,Land
,Basic Land — Island,John Avon,Island,Land
,Basic Land — Island,Jung Park,Island,Land
,Basic Land — Island,Véronique Meignaud,Island,Land
,Basic Land — Island,Vincent Proce,Island,Land
,Basic Land — Swamp,John Avon,Swamp,Land
,Basic Land — Swamp,Jung Park,Swamp,Land
,Basic Land — Swamp,Véronique Meignaud,Swamp,Land
,Land,Jaime Jones,Jund Panorama,Common
,Land,Wayne Reynolds,Jungle Shrine,Uncommon
,Land,Hideaki Takamura,Naya Panorama,Common
,Land,Vance Kovacs,Savage Lands,Uncommon
,Land,Volkan Baga,Seaside Citadel,Uncommon
,Basic Land — Plains,Zoltan Boros &amp; Gabor Szikszai,Plains,Land
,Basic Land — Plains,Michael Komarck,Plains,Land
,Basic Land — Plains,Michael Komarck,Plains,Land
2GG,Creature — Elf Shaman 3/2,Eric Fortune,Masked Admirers,Rare
4G,Creature — Elf Warrior 4/2,Wayne Reynolds,Nath's Elite,Common
5GG,Creature — Treefolk Warrior 5/7,Jim Nelson,Oakgnarl Warrior,Common
3GG,Sorcery,Wayne England,Primal Command,Rare
4G,Tribal Instant — Treefolk,Alan Pollack,Rootgrapple,Common
4G,Creature — Treefolk Druid 4/4,John Avon,Seedguide Ash,Uncommon
1G,Instant,Michael Sutfin,Spring Cleaning,Common
G,Enchantment,Rebecca Guay,Sylvan Echoes,Uncommon
2{G/W},Creature — Elf Cleric 2/2,Brandon Kitkouski,Oracle of Nectars,Rare
{G/W}{G/W}{G/W}{G/W}{G/W},Creature — Spirit Avatar 5/5,Scott M. Fischer,Oversoul of Dusk,Rare
2{G/W}{G/W},Creature — Elf Knight 3/3,Daren Bader,Raven's Run Dragoon,Common
1{G/W},Instant,Zoltan Boros &amp; Gabor Szikszai,Reknit,Uncommon
{G/W},Legendary Creature — Elf Warrior 1/1,Steve Prescott,Rhys the Redeemed,Rare
3{G/W},Creature — Elf Warrior Shaman 2/4,Izzy,Safehold Duo,Common
1{G/W},Creature — Elf Scout 2/2,Richard Whitters,Safehold Elite,Common
{G/W},Sorcery,Dan Scott,Safewright Quest,Common
1G,Creature — Sliver 1/1,John Matson,Gemhide Sliver,Common
1GG,Creature — Snake 2/1,Richard Kane Ferguson,Glass Asp,Common
G,Creature — Elf Spellshaper 1/1,Rebecca Guay,Greenseeker,Common
6G,Creature — Wurm 5/6,Stuart Griffin,Havenwood Wurm,Common
3G,Creature — Beast 2/2,Daren Bader,Herd Gnarr,Common
,Sorcery,Ron Spears,Hypergenesis,Rare
2G,Instant,Zoltan Boros &amp; Gabor Szikszai,Krosan Grip,Uncommon
G,Creature — Human Wizard 1/2,Terese Nielsen,Magus of the Candelabra,Rare
G,Instant,Una Fricker,Might of Old Krosa,Uncommon
5,Artifact Creature 4/2,Bill Sienkiewicz,Soldevi Steam Beast,Common
5,Artifact Creature 4/2,Bill Sienkiewicz,Soldevi Steam Beast,Common
5,Artifact,Dan Frazier,Storm Cauldron,Rare
5,Artifact Creature 1/5,Greg Simanson,Urza's Engine,Uncommon
4,Artifact,Dan Frazier,Whirling Catapult,Uncommon
,Land,Tom Wänerstrand,Balduvian Trading Post,Rare
,Land,Pete Venters,Heart of Yavimaya,Rare
,Land,Jeff A. Menges,Kjeldoran Outpost,Rare
,Land,Martina Pilcerova,"Nivix, Aerie of the Firemind",Uncommon
,Land,John Avon,Orzhov Basilica,Common
,Land,Martina Pilcerova,"Orzhova, the Church of Deals",Uncommon
,Land,Martina Pilcerova,"Skarrg, the Rage Pits",Uncommon
,Land — Island Mountain,Rob Alexander,Steam Vents,Rare
,Land — Mountain Forest,Rob Alexander,Stomping Ground,Rare
,"
      165 cards
    ",,,
2G,Instant,L. A. Williams,Touch of Vitae,Uncommon
2GG,Instant,Julie Baroh,Trailblazer,Rare
3G,Instant,L. A. Williams,Venomous Breath,Uncommon
3G,Summon Wall 3/3,Brian Snõddy,Wall of Pine Needles,Uncommon
1G,Instant,NéNé Thomas,Whiteout,Uncommon
3GGG,Summon Wiitigo 0/0,Melissa Benson,Wiitigo,Rare
G,Enchant Land,Mike Raabe,Wild Growth,Common
1GG,Summon Mammoths 3/2,Dan Frazier,Woolly Mammoths,Common
UR,Instant,Michael Sutfin,Odds (Odds/Ends),Rare
3WR,Instant,Michael Sutfin,Ends (Odds/Ends),Rare
1RG,Sorcery,Parente,Pure (Pure/Simple),Uncommon
1WG,Sorcery,Parente,Simple (Pure/Simple),Uncommon
UG,Instant,Greg Staples,Research (Research/Development),Rare
3UR,Instant,Greg Staples,Development (Research/Development),Rare
UB,Sorcery,Pete Venters,Rise (Rise/Fall),Uncommon
BR,Sorcery,Pete Venters,Fall (Rise/Fall),Uncommon
2R,Instant,Paolo Parente,Smash,Common
1R,Creature — Human Wizard 1/1,Mark Poole,Sparkmage Apprentice,Common
2R,Creature — Human Shaman 1/1,Jeff Miracola,Stoneshaker Shaman,Uncommon
R,Instant,Justin Sweet,Surge of Zeal,Common
R,Creature — Lizard 3/2,Paolo Parente,Torpid Moloch,Common
2RR,Creature — Viashino Warrior 3/3,Alex Horley-Orlandelli,Viashino Fangtail,Common
1R,Creature — Viashino Warrior 1/2,Glenn Fabry,Viashino Slasher,Common
5RRR,Sorcery,Ron Spencer,Warp World,Rare
3G,Creature — Spirit 2/1,Rebecca Guay,Haru-Onna,Uncommon
2G,Instant — Arcane,Stephen Tappin,"Inner Calm, Outer Strength",Common
3G,Creature — Spirit 4/4,Thomas M. Baxa,Kami of the Tended Garden,Uncommon
1GG,Creature — Snake Warrior 2/3,Ben Thompson,Kashi-Tribe Elite,Uncommon
3GGG,Legendary Creature — Spirit */*,Adam Rex,"Masumaro, First to Live",Rare
2GG,Creature — Snake Warrior Archer 2/2,Heather Hudson,Matsu-Tribe Birdstalker,Common
2G,Enchantment,Jeremy Jarvis,Molting Skin,Uncommon
4GG,Creature — Spirit 6/4,Jim Nelson,Nightsoil Kami,Common
4G,Creature — Human Monk 4/3,Heather Hudson,Okina Nightwatch,Common
7GG,Creature — Spirit 8/5,Luca Zontini,Body of Jukai,Uncommon
1GG,Creature — Human Monk 2/2,Shishizaru,Budoka Pupil,Uncommon
1GG,Legendary Creature — Spirit 4/3,Shishizaru,"Ichiga, Who Topples Oaks",Uncommon
G,Creature — Spirit 1/1,Jeff Easley,Child of Thorns,Common
XG,Sorcery,Jeff Easley,Enshrined Memories,Rare
3GG,Creature — Spirit 4/4,Dany Orizio,Forked-Branch Garami,Uncommon
G,Enchant Forest,Arnie Swekel,Genju of the Cedars,Uncommon
1GG,Creature — Spirit 3/3,Tony Szczudlo,Gnarled Mass,Common
4G,Creature — Spirit 2/1,Cara Mitten,Harbinger of Spring,Common
X,Artifact,Ron Spears,Engineered Explosives,Rare
3,Artifact — Equipment,"Edward P. Beard, Jr.",Ensouled Scimitar,Uncommon
5,Artifact,Daren Bader,Eon Hub,Rare
4,Artifact Creature 0/0,Matt Cavotta,Etched Oracle,Uncommon
3,Artifact Creature — Insect 1/1,Jeff Easley,Ferropede,Uncommon
3,Artifact,Arnie Swekel,Fist of Suns,Rare
4,Artifact,Ittoku,Gemstone Array,Uncommon
4,Artifact,Doug Chaffee,Goblin Cannon,Uncommon
3,Artifact — Equipment,Alex Horley-Orlandelli,Grafted Wargear,Uncommon
3B,Legendary Enchantment — Shrine,Jim Nelson,Honden of Night's Reach,Uncommon
2BB,Legendary Creature — Spirit 4/4,John Bolton,"Horobi, Death's Wail",Rare
4BB,Legendary Creature — Spirit 4/4,Justin Sweet,"Iname, Death Aspect",Rare
4BB,Creature — Spirit 4/1,Daren Bader,Kami of Lunacy,Uncommon
2B,Creature — Spirit 1/1,Matt Thompson,Kami of the Waning Moon,Common
BB,Legendary Creature — Human Assassin 1/1,Jim Murray,"Kiku, Night's Flower",Rare
4BB,Legendary Creature — Dragon Spirit 5/5,Tsutomu Kawade,"Kokusho, the Evening Star",Rare
6BBB,Legendary Creature — Demon Spirit 9/9,Jon Foster,"Kuro, Pitlord",Rare
3BB,Legendary Creature — Rat Rogue 2/3,Wayne Reynolds,Marrow-Gnawer,Rare
6,Artifact Creature 3/5,Jim Murray,Auriok Siege Sled,Uncommon
3,Artifact,Michael Sutfin,Chimeric Egg,Uncommon
2,Artifact Creature — Myr 1/1,Dany Orizio,Coretapper,Uncommon
2,Artifact,Nottsuo,Darksteel Brute,Uncommon
11,Artifact Creature 11/11,Carl Critchlow,Darksteel Colossus,Rare
9,Artifact,Martina Pilcerova,Darksteel Forge,Rare
7,Artifact Creature — Gargoyle 3/3,Ron Spencer,Darksteel Gargoyle,Uncommon
3,Artifact,Martina Pilcerova,Darksteel Ingot,Common
8R,Sorcery,Kev Walker,Dragonstorm,Rare
XR,Instant,Justin Sweet,Enrage,Uncommon
4R,Enchant Creature,Greg Staples,Extra Arms,Uncommon
4RRR,Enchantment,Carl Critchlow,Form of the Dragon,Rare
1R,Creature — Goblin 2/2,Arnie Swekel,Goblin Brigand,Common
3R,Creature — Goblin Mutant 5/5,Pete Venters,Goblin Psychopath,Uncommon
R,Sorcery,Pete Venters,Goblin War Strike,Common
1RR,Creature — Goblin 2/2,Tim Hildebrandt,Goblin Warchief,Uncommon
R,Instant,Randy Gallegos,Electrostatic Bolt,Common
2R,Sorcery,Scott M. Fischer,Fiery Gambit,Rare
1R,Instant,Pete Venters,Fists of the Anvil,Common
4R,Instant,Tony Szczudlo,Forge Armor,Uncommon
1R,Enchant Creature,Greg Staples,Fractured Loyalty,Uncommon
1R,Creature — Goblin Berserker 1/1,Kevin Dobler,Goblin Striker,Common
3R,Instant,Michael Sutfin,Grab the Reins,Uncommon
2R,Instant,Alex Horley-Orlandelli,Incite War,Common
2R,Creature — Goblin Warrior 2/2,Thomas M. Baxa,Krark-Clan Grunt,Common
4B,Creature — Bird 3/2,David Martin,Sootfeather Flock,Common
2B,Creature — Sliver 2/2,Pete Venters,Spectral Sliver,Uncommon
3B,Creature — Sliver 3/3,Lars Grant-West,Toxin Sliver,Rare
2BB,Creature — Cleric 2/2,Matthew D. Wilson,Vile Deacon,Common
BB,Creature — Zombie Cleric 2/2,Tim Hildebrandt,Withered Wretch,Uncommon
6B,Creature — Zombie 5/4,Greg Hildebrandt,Zombie Brute,Uncommon
2R,Creature — Sliver 2/2,David Martin,Blade Sliver,Uncommon
5R,Creature — Beast 3/4,Christopher Moeller,Bloodstoke Howler,Common
1RRR,Creature — Insect 3/3,Kev Walker,Clickslither,Rare
1U,Creature — Wizard 1/2,Ron Spears,Aphetto Alchemist,Uncommon
2U,Creature — Wizard 1/1,Greg Staples,Aphetto Grifter,Uncommon
3UUU,Creature — Wizard Legend 3/4,Justin Sweet,Arcanis the Omnipotent,Rare
U,Instant,Greg Staples,Artificial Evolution,Rare
2UU,Creature — Bird Soldier 3/2,Ron Spencer,Ascending Aven,Common
6U,Creature — Bird Wizard 4/5,Anthony S. Waters,Aven Fateshaper,Uncommon
1U,Instant,Pete Venters,Backslide,Common
4UUU,Sorcery,Ron Spencer,Blatant Thievery,Rare
1UU,Creature — Cephalid 1/2,Justin Sweet,Callous Oppressor,Rare
B,Sorcery,Ron Spencer,Cabal Therapy,Uncommon
B,Creature — Minion 1/1,Pete Venters,Cabal Trainee,Common
1BB,Sorcery,Jeff Easley,Death Wish,Rare
3B,Creature — Rat 2/1,Heather Hudson,Earsplitting Rats,Common
3B,Creature — Incarnation 2/2,Thomas M. Baxa,Filth,Uncommon
1B,Instant,Tim Hildebrandt,Grave Consequences,Uncommon
3BB,Creature — Horror 0/4,Mark Tedin,Guiltfeeder,Rare
4B,Creature — Gorgon 5/5,Matthew D. Wilson,Masked Gorgon,Rare
5BB,Sorcery,Jerry Tiritilli,Morality Shift,Rare
3BB,Creature — Minion Legend 3/3,Mark Zug,"Chainer, Dementia Master",Rare
1B,Sorcery,Ben Thompson,Chainer's Edict,Uncommon
1BB,Sorcery,Heather Hudson,Crippling Fatigue,Common
2BBB,Enchantment,Pete Venters,Dawn of the Dead,Rare
2BB,Creature — Nightmare Horror 2/3,Daren Bader,Faceless Butcher,Common
3B,Creature — Minion 2/2,Adam Rex,Gloomdrifter,Uncommon
2B,Creature — Nightmare Horror 2/2,Daren Bader,Gravegouger,Common
4B,Creature — Zombie 3/3,Terese Nielsen,Grotesque Hybrid,Uncommon
8BBB,Creature — Nightmare Horror 8/8,Greg Staples,Hypnox,Rare
3BB,Creature — Angel 5/4,Brom,Desolation Angel,Rare
2B,Enchant Creature,Ray Lago,Foul Presence,Uncommon
3B,Creature — Zombie 2/1,Tony Szczudlo,Grave Defiler,Uncommon
2B,Sorcery,Eric Peterson,Last Caress,Common
2B,Sorcery,Adam Rex,Mind Extraction,Common
2B,Creature — Zombie 2/1,John Matson,Mournful Zombie,Common
B,Creature — Wizard 1/1,Jeff Miracola,Necra Disciple,Common
2B,Enchantment,Eric Peterson,Necra Sanctuary,Uncommon
2W,Creature — Cleric 1/3,Massimilano Frezzato,Pilgrim of Virtue,Common
3W,Instant,Carl Critchlow,Ray of Distortion,Common
2WW,Creature — Nomad 2/3,Clyde Caldwell,Resilient Wanderer,Uncommon
W,Instant,Bradley Williams,Sacred Rites,Common
4W,Instant,Ray Lago,Second Thoughts,Common
1W,Instant,Christopher Moeller,Shelter,Common
1W,Creature — Bird Soldier 1/1,Ron Spencer,Soulcatcher,Uncommon
3W,Enchantment,Christopher Moeller,Sphere of Duty,Uncommon
U,Enchant Creature,Paolo Parente,Sisay's Ingenuity,Common
1U,Enchant Creature,Daren Bader,Sleeping Potion,Common
2U,Creature — Wizard 2/2,Christopher Moeller,Stormscape Battlemage,Uncommon
1U,Creature — Bird 1/1,Heather Hudson,Stormscape Familiar,Common
3UU,Enchantment,Greg Staples,Sunken Hope,Rare
3UU,Creature — Elemental 3/4,Mark Romanoski,Waterspout Elemental,Rare
2B,Sorcery,Andrew Goldhawk,Bog Down,Common
